,0
2627,561
2628,561
2629,560
2630,560
2631,560
2632,559
2633,561
2634,559
2635,558
2636,559
2637,564
2638,561
2639,560
2640,559
2641,558
2642,558
2643,559
2644,561
2645,559
2646,559
2647,560
2648,560
2649,559
2650,559
2651,559
2652,559
2653,562
2654,560
2655,559
2656,559
2657,560
2658,558
2659,558
2660,558
2661,559
2662,559
2663,559
2664,559
2665,559
2666,559
2667,559
2668,558
2669,558
2670,560
2671,558
2672,557
2673,559
2674,558
2675,559
2676,559
2677,557
2678,559
2679,559
2680,559
2681,557
2682,560
2683,560
2684,560
2685,564
2686,558
2687,553
2688,560
2689,557
2690,562
2691,559
2692,558
2693,559
2694,557
2695,560
2696,556
2697,558
2698,561
2699,559
2700,558
2701,560
2702,560
2703,559
2704,559
2705,560
2706,555
2707,558
2708,557
2709,558
2710,559
2711,558
2712,558
2713,558
2714,559
2715,560
2716,558
2717,559
2718,560
2719,557
2720,558
2721,560
2722,560
2723,558
2724,558
2725,559
2726,559
2727,560
2728,556
2729,558
2730,557
2731,560
2732,557
2733,558
2734,558
2735,561
2736,559
2737,559
2738,559
2739,557
2740,560
2741,557
2742,558
2743,560
2744,560
2745,560
2746,560
2747,556
2748,559
2749,557
2750,562
2751,558
2752,558
2753,559
2754,559
2755,558
2756,559
2757,558
2758,558
2759,559
2760,559
2761,558
2762,560
2763,559
2764,558
2765,558
2766,558
2767,559
2768,558
2769,559
2770,560
2771,558
2772,560
2773,561
2774,559
2775,558
2776,560
2777,562
2778,560
2779,559
2780,559
2781,560
2782,560
2783,558
2784,558
2785,560
2786,558
2787,560
2788,563
2789,559
2790,558
2791,557
2792,559
2793,554
2794,560
2795,559
2796,559
2797,559
2798,558
2799,560
2800,559
2801,562
2802,560
2803,560
2804,560
2805,559
2806,559
2807,559
2808,561
2809,560
2810,559
2811,558
2812,559
2813,559
2814,558
2815,560
2816,559
2817,558
2818,558
2819,563
2820,560
2821,559
2822,559
2823,560
2824,559
2825,560
